i want food	مجھے کھانا چاہیے
i am hungry	مجھے بھوک لگی ہے
please i am hungry	براہ کرم مجھے بھوک لگی ہے
i am hungry	مجھے بھوک لگی ہے
i am thirsty	مجھے پیاس لگی ہے
please i am thirsty	براہ کرم مجھے پیاس لگی ہے
i am thirsty	مجھے پیاس لگی ہے
where is the hotel?	ہوٹل کہاں ہے؟
please where is the hotel?	براہ کرم ہوٹل کہاں ہے؟
where is the hotel?	ہوٹل کہاں ہے؟
where is the mosque?	مسجد کہاں ہے؟
please where is the mosque?	براہ کرم مسجد کہاں ہے؟
where is the mosque?	مسجد کہاں ہے؟
what time is it?	کیا وقت ہوا ہے؟
please what time is it?	براہ کرم کیا وقت ہوا ہے؟
what time is it?	کیا وقت ہوا ہے؟
today is hot	آج گرمی ہے
please today is hot	براہ کرم آج گرمی ہے
today is hot	آج گرمی ہے
today is cold	آج سردی ہے
please today is cold	براہ کرم آج سردی ہے
today is cold	آج سردی ہے
it is raining	بارش ہو رہی ہے
please it is raining	براہ کرم بارش ہو رہی ہے
it is raining	بارش ہو رہی ہے
i like cricket	مجھے کرکٹ پسند ہے
please i like cricket	براہ کرم مجھے کرکٹ پسند ہے
i like cricket	مجھے کرکٹ پسند ہے
pakistan won the match	پاکستان نے میچ جیت لیا
please pakistan won the match	براہ کرم پاکستان نے میچ جیت لیا
pakistan won the match	پاکستان نے میچ جیت لیا
well played	اچھا کھیلا
please well played	براہ کرم اچھا کھیلا
well played	اچھا کھیلا
i am happy	میں خوش ہوں
please i am happy	براہ کرم میں خوش ہوں
i am happy	میں خوش ہوں
i am sad	میں اداس ہوں
please i am sad	براہ کرم میں اداس ہوں
i am sad	میں اداس ہوں
i am busy	میں مصروف ہوں
please i am busy	براہ کرم میں مصروف ہوں
i am busy	میں مصروف ہوں
i am tired	میں تھک گیا ہوں
please i am tired	براہ کرم میں تھک گیا ہوں
i am tired	میں تھک گیا ہوں
i am learning urdu	میں اردو سیکھ رہا ہوں
please i am learning urdu	براہ کرم میں اردو سیکھ رہا ہوں
i am learning urdu	میں اردو سیکھ رہا ہوں
i speak english	میں انگریزی بولتا ہوں
please i speak english	براہ کرم میں انگریزی بولتا ہوں
i speak english	میں انگریزی بولتا ہوں
do you speak urdu?	کیا آپ اردو بولتے ہیں؟
please do you speak urdu?	براہ کرم کیا آپ اردو بولتے ہیں؟
do you speak urdu?	کیا آپ اردو بولتے ہیں؟
i don't understand	مجھے سمجھ نہیں آئی
please i don't understand	براہ کرم مجھے سمجھ نہیں آئی
i don't understand	مجھے سمجھ نہیں آئی
say it again	دوبارہ کہو
please say it again	براہ کرم دوبارہ کہو
say it again	دوبارہ کہو
speak slowly	آہستہ بولو
please speak slowly	براہ کرم آہستہ بولو
speak slowly	آہستہ بولو
what is this?	یہ کیا ہے؟
please what is this?	براہ کرم یہ کیا ہے؟
what is this?	یہ کیا ہے؟
who are you?	تم کون ہو؟
please who are you?	براہ کرم تم کون ہو؟
who are you?	تم کون ہو؟
i am an ai	میں ایک مصنوعی ذہانت ہوں
please i am an ai	براہ کرم میں ایک مصنوعی ذہانت ہوں
i am an ai	میں ایک مصنوعی ذہانت ہوں
tell me a joke	مجھے کوئی لطیفہ سناؤ
please tell me a joke	براہ کرم مجھے کوئی لطیفہ سناؤ
tell me a joke	مجھے کوئی لطیفہ سناؤ
goodbye	اللہ حافظ
goodbye	اللہ حافظ
bye	خدا حافظ
bye	خدا حافظ
see you later	پھر ملیں گے
please see you later	براہ کرم پھر ملیں گے
see you later	پھر ملیں گے
have a nice day	آپ کا دن اچھا گزرے
please have a nice day	براہ کرم آپ کا دن اچھا گزرے
have a nice day	آپ کا دن اچھا گزرے
hi	ہیلو
hi	ہیلو
hello	ہیلو
hello	ہیلو
hey	ارے
hey	ارے
greetings	آداب
greetings	آداب
good morning	صبح بخیر
please good morning	براہ کرم صبح بخیر
good morning	صبح بخیر
good evening	شام بخیر
please good evening	براہ کرم شام بخیر
good evening	شام بخیر
good night	شب بخیر
please good night	براہ کرم شب بخیر
good night	شب بخیر
how are you?	تم کیسے ہو؟
please how are you?	براہ کرم تم کیسے ہو؟
how are you?	تم کیسے ہو؟
how are you	تم کیسے ہو
please how are you	براہ کرم تم کیسے ہو
how are you	تم کیسے ہو
i am fine	میں ٹھیک ہوں
please i am fine	براہ کرم میں ٹھیک ہوں
i am fine	میں ٹھیک ہوں
i'm good	میں اچھا ہوں
please i'm good	براہ کرم میں اچھا ہوں
i'm good	میں اچھا ہوں
thanks	شکریہ
thanks	شکریہ
thank you	آپ کا شکریہ
please thank you	براہ کرم آپ کا شکریہ
thank you	آپ کا شکریہ
thank you very much	آپ کا بہت شکریہ
please thank you very much	براہ کرم آپ کا بہت شکریہ
thank you very much	آپ کا بہت شکریہ
please	براہ کرم
please	براہ کرم
sorry	معاف کیجئے
sorry	معاف کیجئے
excuse me	معاف کیجئے گا
please excuse me	براہ کرم معاف کیجئے گا
excuse me	معاف کیجئے گا
yes	جی ہاں
yes	جی ہاں
no	نہیں
no	نہیں
maybe	شاید
maybe	شاید
ok	ٹھیک ہے
ok	ٹھیک ہے
okay	ٹھیک ہے
okay	ٹھیک ہے
good	اچھا
good	اچھا
bad	برا
bad	برا
stop	رکو
stop	رکو
wait	انتظار کرو
wait	انتظار کرو
go	جاؤ
go	جاؤ
come here	یہاں آؤ
please come here	براہ کرم یہاں آؤ
come here	یہاں آؤ
help	مدد کرو
help	مدد کرو
help me	میری مدد کرو
please help me	براہ کرم میری مدد کرو
help me	میری مدد کرو
can you help me?	کیا آپ میری مدد کر سکتے ہیں؟
please can you help me?	براہ کرم کیا آپ میری مدد کر سکتے ہیں؟
can you help me?	کیا آپ میری مدد کر سکتے ہیں؟
i need help	مجھے مدد کی ضرورت ہے
please i need help	براہ کرم مجھے مدد کی ضرورت ہے
i need help	مجھے مدد کی ضرورت ہے
what is your name?	تمہارا نام کیا ہے؟
please what is your name?	براہ کرم تمہارا نام کیا ہے؟
what is your name?	تمہارا نام کیا ہے؟
my name is chatbot	میرا نام چیٹ بوٹ ہے
please my name is chatbot	براہ کرم میرا نام چیٹ بوٹ ہے
my name is chatbot	میرا نام چیٹ بوٹ ہے
nice to meet you	آپ سے مل کر خوشی ہوئی
please nice to meet you	براہ کرم آپ سے مل کر خوشی ہوئی
nice to meet you	آپ سے مل کر خوشی ہوئی
where are you from?	آپ کہاں سے ہیں؟
please where are you from?	براہ کرم آپ کہاں سے ہیں؟
where are you from?	آپ کہاں سے ہیں؟
i am from pakistan	میں پاکستان سے ہوں
please i am from pakistan	براہ کرم میں پاکستان سے ہوں
i am from pakistan	میں پاکستان سے ہوں
i live in karachi	میں کراچی میں رہتا ہوں
please i live in karachi	براہ کرم میں کراچی میں رہتا ہوں
i live in karachi	میں کراچی میں رہتا ہوں
i live in lahore	میں لاہور میں رہتا ہوں
please i live in lahore	براہ کرم میں لاہور میں رہتا ہوں
i live in lahore	میں لاہور میں رہتا ہوں
i live in islamabad	میں اسلام آباد میں رہتا ہوں
please i live in islamabad	براہ کرم میں اسلام آباد میں رہتا ہوں
i live in islamabad	میں اسلام آباد میں رہتا ہوں
where is the bus stop?	بس اسٹاپ کہاں ہے؟
please where is the bus stop?	براہ کرم بس اسٹاپ کہاں ہے؟
where is the bus stop?	بس اسٹاپ کہاں ہے؟
where is the taxi stand?	ٹیکسی اسٹینڈ کہاں ہے؟
please where is the taxi stand?	براہ کرم ٹیکسی اسٹینڈ کہاں ہے؟
where is the taxi stand?	ٹیکسی اسٹینڈ کہاں ہے؟
call a taxi	ٹیکسی بلاؤ
please call a taxi	براہ کرم ٹیکسی بلاؤ
call a taxi	ٹیکسی بلاؤ
stop the car	گاڑی روکو
please stop the car	براہ کرم گاڑی روکو
stop the car	گاڑی روکو
turn right	دائیں مڑیں
please turn right	براہ کرم دائیں مڑیں
turn right	دائیں مڑیں
turn left	بائیں مڑیں
please turn left	براہ کرم بائیں مڑیں
turn left	بائیں مڑیں
go straight	سیدھا جائیں
please go straight	براہ کرم سیدھا جائیں
go straight	سیدھا جائیں
how much is this?	یہ کتنے کا ہے؟
please how much is this?	براہ کرم یہ کتنے کا ہے؟
how much is this?	یہ کتنے کا ہے؟
too expensive	بہت مہنگا ہے
please too expensive	براہ کرم بہت مہنگا ہے
too expensive	بہت مہنگا ہے
lower the price	قیمت کم کریں
please lower the price	براہ کرم قیمت کم کریں
lower the price	قیمت کم کریں
i want water	مجھے پانی چاہیے
please i want water	براہ کرم مجھے پانی چاہیے
i want water	مجھے پانی چاہیے
i want food	مجھے کھانا چاہیے
please i want food	براہ کرم مجھے کھانا چاہیے
i want food	مجھے کھانا چاہیے
i am hungry	مجھے بھوک لگی ہے
please i am hungry	براہ کرم مجھے بھوک لگی ہے
i am hungry	مجھے بھوک لگی ہے
i am thirsty	مجھے پیاس لگی ہے
please i am thirsty	براہ کرم مجھے پیاس لگی ہے
i am thirsty	مجھے پیاس لگی ہے
where is the hotel?	ہوٹل کہاں ہے؟
please where is the hotel?	براہ کرم ہوٹل کہاں ہے؟
where is the hotel?	ہوٹل کہاں ہے؟
where is the mosque?	مسجد کہاں ہے؟
please where is the mosque?	براہ کرم مسجد کہاں ہے؟
where is the mosque?	مسجد کہاں ہے؟
what time is it?	کیا وقت ہوا ہے؟
please what time is it?	براہ کرم کیا وقت ہوا ہے؟
what time is it?	کیا وقت ہوا ہے؟
today is hot	آج گرمی ہے
please today is hot	براہ کرم آج گرمی ہے
today is hot	آج گرمی ہے
today is cold	آج سردی ہے
please today is cold	براہ کرم آج سردی ہے
today is cold	آج سردی ہے
it is raining	بارش ہو رہی ہے
please it is raining	براہ کرم بارش ہو رہی ہے
it is raining	بارش ہو رہی ہے
i like cricket	مجھے کرکٹ پسند ہے
please i like cricket	براہ کرم مجھے کرکٹ پسند ہے
i like cricket	مجھے کرکٹ پسند ہے
pakistan won the match	پاکستان نے میچ جیت لیا
please pakistan won the match	براہ کرم پاکستان نے میچ جیت لیا
pakistan won the match	پاکستان نے میچ جیت لیا
well played	اچھا کھیلا
please well played	براہ کرم اچھا کھیلا
well played	اچھا کھیلا
i am happy	میں خوش ہوں
please i am happy	براہ کرم میں خوش ہوں
i am happy	میں خوش ہوں
i am sad	میں اداس ہوں
please i am sad	براہ کرم میں اداس ہوں
i am sad	میں اداس ہوں
i am busy	میں مصروف ہوں
please i am busy	براہ کرم میں مصروف ہوں
i am busy	میں مصروف ہوں
i am tired	میں تھک گیا ہوں
please i am tired	براہ کرم میں تھک گیا ہوں
i am tired	میں تھک گیا ہوں
i am learning urdu	میں اردو سیکھ رہا ہوں
please i am learning urdu	براہ کرم میں اردو سیکھ رہا ہوں
i am learning urdu	میں اردو سیکھ رہا ہوں
i speak english	میں انگریزی بولتا ہوں
please i speak english	براہ کرم میں انگریزی بولتا ہوں
i speak english	میں انگریزی بولتا ہوں
do you speak urdu?	کیا آپ اردو بولتے ہیں؟
please do you speak urdu?	براہ کرم کیا آپ اردو بولتے ہیں؟
do you speak urdu?	کیا آپ اردو بولتے ہیں؟
i don't understand	مجھے سمجھ نہیں آئی
please i don't understand	براہ کرم مجھے سمجھ نہیں آئی
i don't understand	مجھے سمجھ نہیں آئی
say it again	دوبارہ کہو
please say it again	براہ کرم دوبارہ کہو
say it again	دوبارہ کہو
speak slowly	آہستہ بولو
please speak slowly	براہ کرم آہستہ بولو
speak slowly	آہستہ بولو
what is this?	یہ کیا ہے؟
please what is this?	براہ کرم یہ کیا ہے؟
what is this?	یہ کیا ہے؟
who are you?	تم کون ہو؟
please who are you?	براہ کرم تم کون ہو؟
who are you?	تم کون ہو؟
i am an ai	میں ایک مصنوعی ذہانت ہوں
please i am an ai	براہ کرم میں ایک مصنوعی ذہانت ہوں
i am an ai	میں ایک مصنوعی ذہانت ہوں
tell me a joke	مجھے کوئی لطیفہ سناؤ
please tell me a joke	براہ کرم مجھے کوئی لطیفہ سناؤ
tell me a joke	مجھے کوئی لطیفہ سناؤ
goodbye	اللہ حافظ
goodbye	اللہ حافظ
bye	خدا حافظ
bye	خدا حافظ
see you later	پھر ملیں گے
please see you later	براہ کرم پھر ملیں گے
see you later	پھر ملیں گے
have a nice day	آپ کا دن اچھا گزرے
please have a nice day	براہ کرم آپ کا دن اچھا گزرے
have a nice day	آپ کا دن اچھا گزرے
hi	ہیلو
hi	ہیلو
hello	ہیلو
hello	ہیلو
hey	ارے
hey	ارے
greetings	آداب
greetings	آداب
good morning	صبح بخیر
please good morning	براہ کرم صبح بخیر
good morning	صبح بخیر
good evening	شام بخیر
please good evening	براہ کرم شام بخیر
good evening	شام بخیر
good night	شب بخیر
please good night	براہ کرم شب بخیر
good night	شب بخیر
how are you?	تم کیسے ہو؟
please how are you?	براہ کرم تم کیسے ہو؟
how are you?	تم کیسے ہو؟
how are you	تم کیسے ہو
please how are you	براہ کرم تم کیسے ہو
how are you	تم کیسے ہو
i am fine	میں ٹھیک ہوں
please i am fine	براہ کرم میں ٹھیک ہوں
i am fine	میں ٹھیک ہوں
i'm good	میں اچھا ہوں
please i'm good	براہ کرم میں اچھا ہوں
i'm good	میں اچھا ہوں
thanks	شکریہ
thanks	شکریہ
thank you	آپ کا شکریہ
please thank you	براہ کرم آپ کا شکریہ
thank you	آپ کا شکریہ
thank you very much	آپ کا بہت شکریہ
please thank you very much	براہ کرم آپ کا بہت شکریہ
thank you very much	آپ کا بہت شکریہ
please	براہ کرم
please	براہ کرم
sorry	معاف کیجئے
sorry	معاف کیجئے
excuse me	معاف کیجئے گا
please excuse me	براہ کرم معاف کیجئے گا
excuse me	معاف کیجئے گا
yes	جی ہاں
yes	جی ہاں
no	نہیں
no	نہیں
maybe	شاید
maybe	شاید
ok	ٹھیک ہے
ok	ٹھیک ہے
okay	ٹھیک ہے
okay	ٹھیک ہے
good	اچھا
good	اچھا
bad	برا
bad	برا
stop	رکو
stop	رکو
wait	انتظار کرو
wait	انتظار کرو
go	جاؤ
go	جاؤ
come here	یہاں آؤ
please come here	براہ کرم یہاں آؤ
come here	یہاں آؤ
help	مدد کرو
help	مدد کرو
help me	میری مدد کرو
please help me	براہ کرم میری مدد کرو
help me	میری مدد کرو
can you help me?	کیا آپ میری مدد کر سکتے ہیں؟
please can you help me?	براہ کرم کیا آپ میری مدد کر سکتے ہیں؟
can you help me?	کیا آپ میری مدد کر سکتے ہیں؟
i need help	مجھے مدد کی ضرورت ہے
please i need help	براہ کرم مجھے مدد کی ضرورت ہے
i need help	مجھے مدد کی ضرورت ہے
what is your name?	تمہارا نام کیا ہے؟
please what is your name?	براہ کرم تمہارا نام کیا ہے؟
what is your name?	تمہارا نام کیا ہے؟
my name is chatbot	میرا نام چیٹ بوٹ ہے
please my name is chatbot	براہ کرم میرا نام چیٹ بوٹ ہے
my name is chatbot	میرا نام چیٹ بوٹ ہے
nice to meet you	آپ سے مل کر خوشی ہوئی
please nice to meet you	براہ کرم آپ سے مل کر خوشی ہوئی
nice to meet you	آپ سے مل کر خوشی ہوئی
where are you from?	آپ کہاں سے ہیں؟
please where are you from?	براہ کرم آپ کہاں سے ہیں؟
where are you from?	آپ کہاں سے ہیں؟
i am from pakistan	میں پاکستان سے ہوں
please i am from pakistan	براہ کرم میں پاکستان سے ہوں
i am from pakistan	میں پاکستان سے ہوں
i live in karachi	میں کراچی میں رہتا ہوں
please i live in karachi	براہ کرم میں کراچی میں رہتا ہوں
i live in karachi	میں کراچی میں رہتا ہوں
i live in lahore	میں لاہور میں رہتا ہوں
please i live in lahore	براہ کرم میں لاہور میں رہتا ہوں
i live in lahore	میں لاہور میں رہتا ہوں
i live in islamabad	میں اسلام آباد میں رہتا ہوں
please i live in islamabad	براہ کرم میں اسلام آباد میں رہتا ہوں
i live in islamabad	میں اسلام آباد میں رہتا ہوں
where is the bus stop?	بس اسٹاپ کہاں ہے؟
please where is the bus stop?	براہ کرم بس اسٹاپ کہاں ہے؟
where is the bus stop?	بس اسٹاپ کہاں ہے؟
where is the taxi stand?	ٹیکسی اسٹینڈ کہاں ہے؟
please where is the taxi stand?	براہ کرم ٹیکسی اسٹینڈ کہاں ہے؟
where is the taxi stand?	ٹیکسی اسٹینڈ کہاں ہے؟
call a taxi	ٹیکسی بلاؤ
please call a taxi	براہ کرم ٹیکسی بلاؤ
call a taxi	ٹیکسی بلاؤ
stop the car	گاڑی روکو
please stop the car	براہ کرم گاڑی روکو
stop the car	گاڑی روکو
turn right	دائیں مڑیں
please turn right	براہ کرم دائیں مڑیں
turn right	دائیں مڑیں
turn left	بائیں مڑیں
please turn left	براہ کرم بائیں مڑیں
turn left	بائیں مڑیں
go straight	سیدھا جائیں
please go straight	براہ کرم سیدھا جائیں
go straight	سیدھا جائیں
how much is this?	یہ کتنے کا ہے؟
please how much is this?	براہ کرم یہ کتنے کا ہے؟
how much is this?	یہ کتنے کا ہے؟
too expensive	بہت مہنگا ہے
please too expensive	براہ کرم بہت مہنگا ہے
too expensive	بہت مہنگا ہے
lower the price	قیمت کم کریں
please lower the price	براہ کرم قیمت کم کریں
lower the price	قیمت کم کریں
i want water	مجھے پانی چاہیے
please i want water	براہ کرم مجھے پانی چاہیے
i want water	مجھے پانی چاہیے
i want food	مجھے کھانا چاہیے
please i want food	براہ کرم مجھے کھانا چاہیے
i want food	مجھے کھانا چاہیے
i am hungry	مجھے بھوک لگی ہے
please i am hungry	براہ کرم مجھے بھوک لگی ہے
i am hungry	مجھے بھوک لگی ہے
i am thirsty	مجھے پیاس لگی ہے
please i am thirsty	براہ کرم مجھے پیاس لگی ہے
i am thirsty	مجھے پیاس لگی ہے
where is the hotel?	ہوٹل کہاں ہے؟
please where is the hotel?	براہ کرم ہوٹل کہاں ہے؟
where is the hotel?	ہوٹل کہاں ہے؟
where is the mosque?	مسجد کہاں ہے؟
please where is the mosque?	براہ کرم مسجد کہاں ہے؟
where is the mosque?	مسجد کہاں ہے؟
what time is it?	کیا وقت ہوا ہے؟
please what time is it?	براہ کرم کیا وقت ہوا ہے؟
what time is it?	کیا وقت ہوا ہے؟
today is hot	آج گرمی ہے
please today is hot	براہ کرم آج گرمی ہے
today is hot	آج گرمی ہے
today is cold	آج سردی ہے
please today is cold	براہ کرم آج سردی ہے
today is cold	آج سردی ہے
it is raining	بارش ہو رہی ہے
please it is raining	براہ کرم بارش ہو رہی ہے
it is raining	بارش ہو رہی ہے
i like cricket	مجھے کرکٹ پسند ہے
please i like cricket	براہ کرم مجھے کرکٹ پسند ہے
i like cricket	مجھے کرکٹ پسند ہے
pakistan won the match	پاکستان نے میچ جیت لیا
please pakistan won the match	براہ کرم پاکستان نے میچ جیت لیا
pakistan won the match	پاکستان نے میچ جیت لیا
well played	اچھا کھیلا
please well played	براہ کرم اچھا کھیلا
well played	اچھا کھیلا
i am happy	میں خوش ہوں
please i am happy	براہ کرم میں خوش ہوں
i am happy	میں خوش ہوں
i am sad	میں اداس ہوں
please i am sad	براہ کرم میں اداس ہوں
i am sad	میں اداس ہوں
i am busy	میں مصروف ہوں
please i am busy	براہ کرم میں مصروف ہوں
i am busy	میں مصروف ہوں
i am tired	میں تھک گیا ہوں
please i am tired	براہ کرم میں تھک گیا ہوں
i am tired	میں تھک گیا ہوں
i am learning urdu	میں اردو سیکھ رہا ہوں
please i am learning urdu	براہ کرم میں اردو سیکھ رہا ہوں
i am learning urdu	میں اردو سیکھ رہا ہوں
i speak english	میں انگریزی بولتا ہوں
please i speak english	براہ کرم میں انگریزی بولتا ہوں
i speak english	میں انگریزی بولتا ہوں
do you speak urdu?	کیا آپ اردو بولتے ہیں؟
please do you speak urdu?	براہ کرم کیا آپ اردو بولتے ہیں؟
do you speak urdu?	کیا آپ اردو بولتے ہیں؟
i don't understand	مجھے سمجھ نہیں آئی
please i don't understand	براہ کرم مجھے سمجھ نہیں آئی
i don't understand	مجھے سمجھ نہیں آئی
say it again	دوبارہ کہو
please say it again	براہ کرم دوبارہ کہو
say it again	دوبارہ کہو
speak slowly	آہستہ بولو
please speak slowly	براہ کرم آہستہ بولو
speak slowly	آہستہ بولو
what is this?	یہ کیا ہے؟
please what is this?	براہ کرم یہ کیا ہے؟
what is this?	یہ کیا ہے؟
who are you?	تم کون ہو؟
please who are you?	براہ کرم تم کون ہو؟
who are you?	تم کون ہو؟
i am an ai	میں ایک مصنوعی ذہانت ہوں
please i am an ai	براہ کرم میں ایک مصنوعی ذہانت ہوں
i am an ai	میں ایک مصنوعی ذہانت ہوں
tell me a joke	مجھے کوئی لطیفہ سناؤ
please tell me a joke	براہ کرم مجھے کوئی لطیفہ سناؤ
tell me a joke	مجھے کوئی لطیفہ سناؤ
goodbye	اللہ حافظ
goodbye	اللہ حافظ
bye	خدا حافظ
bye	خدا حافظ
see you later	پھر ملیں گے
please see you later	براہ کرم پھر ملیں گے
see you later	پھر ملیں گے
have a nice day	آپ کا دن اچھا گزرے
please have a nice day	براہ کرم آپ کا دن اچھا گزرے
have a nice day	آپ کا دن اچھا گزرے
hi	ہیلو
hi	ہیلو
hello	ہیلو
hello	ہیلو
hey	ارے
hey	ارے
greetings	آداب
greetings	آداب
good morning	صبح بخیر
please good morning	براہ کرم صبح بخیر
good morning	صبح بخیر
good evening	شام بخیر
please good evening	براہ کرم شام بخیر
good evening	شام بخیر
good night	شب بخیر
please good night	براہ کرم شب بخیر
good night	شب بخیر
how are you?	تم کیسے ہو؟
please how are you?	براہ کرم تم کیسے ہو؟
how are you?	تم کیسے ہو؟
how are you	تم کیسے ہو
please how are you	براہ کرم تم کیسے ہو
how are you	تم کیسے ہو
i am fine	میں ٹھیک ہوں
please i am fine	براہ کرم میں ٹھیک ہوں
i am fine	میں ٹھیک ہوں
i'm good	میں اچھا ہوں
please i'm good	براہ کرم میں اچھا ہوں
i'm good	میں اچھا ہوں
thanks	شکریہ
thanks	شکریہ
