sir, take care	جناب، اپنا خیال رکھنا
madam, take care	محترمہ، اپنا خیال رکھنا
see you later	پھر ملیں گے
please see you later	براہ کرم پھر ملیں گے
kindly see you later	مہربانی فرما کر پھر ملیں گے
sir, see you later	جناب، پھر ملیں گے
madam, see you later	محترمہ، پھر ملیں گے
goodbye	اللہ حافظ
hello	ہیلو
hi	ہیلو
assalam o alaikum	السلام علیکم
please assalam o alaikum	براہ کرم السلام علیکم
kindly assalam o alaikum	مہربانی فرما کر السلام علیکم
sir, assalam o alaikum	جناب، السلام علیکم
madam, assalam o alaikum	محترمہ، السلام علیکم
good morning	صبح بخیر
please good morning	براہ کرم صبح بخیر
kindly good morning	مہربانی فرما کر صبح بخیر
sir, good morning	جناب، صبح بخیر
madam, good morning	محترمہ، صبح بخیر
good evening	شام بخیر
please good evening	براہ کرم شام بخیر
kindly good evening	مہربانی فرما کر شام بخیر
sir, good evening	جناب، شام بخیر
madam, good evening	محترمہ، شام بخیر
good night	شب بخیر
please good night	براہ کرم شب بخیر
kindly good night	مہربانی فرما کر شب بخیر
sir, good night	جناب، شب بخیر
madam, good night	محترمہ، شب بخیر
how are you?	آپ کیسے ہیں؟
please how are you?	براہ کرم آپ کیسے ہیں؟
kindly how are you?	مہربانی فرما کر آپ کیسے ہیں؟
sir, how are you?	جناب، آپ کیسے ہیں؟
madam, how are you?	محترمہ، آپ کیسے ہیں؟
i am fine	میں ٹھیک ہوں
please i am fine	براہ کرم میں ٹھیک ہوں
kindly i am fine	مہربانی فرما کر میں ٹھیک ہوں
sir, i am fine	جناب، میں ٹھیک ہوں
madam, i am fine	محترمہ، میں ٹھیک ہوں
thanks	شکریہ
thank you very much	بہت شکریہ
please thank you very much	براہ کرم بہت شکریہ
kindly thank you very much	مہربانی فرما کر بہت شکریہ
sir, thank you very much	جناب، بہت شکریہ
madam, thank you very much	محترمہ، بہت شکریہ
please	براہ کرم
sorry	معاف کیجیے
excuse me	معاف کیجیے گا
please excuse me	براہ کرم معاف کیجیے گا
kindly excuse me	مہربانی فرما کر معاف کیجیے گا
sir, excuse me	جناب، معاف کیجیے گا
madam, excuse me	محترمہ، معاف کیجیے گا
yes	جی ہاں
no	نہیں
maybe	شاید
okay	ٹھیک ہے
alright	ٹھیک ہے
great	بہترین
no problem	کوئی مسئلہ نہیں
please no problem	براہ کرم کوئی مسئلہ نہیں
kindly no problem	مہربانی فرما کر کوئی مسئلہ نہیں
sir, no problem	جناب، کوئی مسئلہ نہیں
madam, no problem	محترمہ، کوئی مسئلہ نہیں
i am happy	میں خوش ہوں
please i am happy	براہ کرم میں خوش ہوں
kindly i am happy	مہربانی فرما کر میں خوش ہوں
sir, i am happy	جناب، میں خوش ہوں
madam, i am happy	محترمہ، میں خوش ہوں
i am sad	میں اداس ہوں
please i am sad	براہ کرم میں اداس ہوں
kindly i am sad	مہربانی فرما کر میں اداس ہوں
sir, i am sad	جناب، میں اداس ہوں
madam, i am sad	محترمہ، میں اداس ہوں
i am busy	میں مصروف ہوں
please i am busy	براہ کرم میں مصروف ہوں
kindly i am busy	مہربانی فرما کر میں مصروف ہوں
sir, i am busy	جناب، میں مصروف ہوں
madam, i am busy	محترمہ، میں مصروف ہوں
i am tired	میں تھک گیا ہوں
please i am tired	براہ کرم میں تھک گیا ہوں
kindly i am tired	مہربانی فرما کر میں تھک گیا ہوں
sir, i am tired	جناب، میں تھک گیا ہوں
madam, i am tired	محترمہ، میں تھک گیا ہوں
that's great	یہ بہت اچھا ہے
please that's great	براہ کرم یہ بہت اچھا ہے
kindly that's great	مہربانی فرما کر یہ بہت اچھا ہے
sir, that's great	جناب، یہ بہت اچھا ہے
madam, that's great	محترمہ، یہ بہت اچھا ہے
i don't know	مجھے نہیں معلوم
please i don't know	براہ کرم مجھے نہیں معلوم
kindly i don't know	مہربانی فرما کر مجھے نہیں معلوم
sir, i don't know	جناب، مجھے نہیں معلوم
madam, i don't know	محترمہ، مجھے نہیں معلوم
take care	اپنا خیال رکھنا
please take care	براہ کرم اپنا خیال رکھنا
kindly take care	مہربانی فرما کر اپنا خیال رکھنا
sir, take care	جناب، اپنا خیال رکھنا
madam, take care	محترمہ، اپنا خیال رکھنا
see you later	پھر ملیں گے
please see you later	براہ کرم پھر ملیں گے
kindly see you later	مہربانی فرما کر پھر ملیں گے
sir, see you later	جناب، پھر ملیں گے
madam, see you later	محترمہ، پھر ملیں گے
goodbye	اللہ حافظ
hello	ہیلو
hi	ہیلو
assalam o alaikum	السلام علیکم
please assalam o alaikum	براہ کرم السلام علیکم
kindly assalam o alaikum	مہربانی فرما کر السلام علیکم
sir, assalam o alaikum	جناب، السلام علیکم
madam, assalam o alaikum	محترمہ، السلام علیکم
good morning	صبح بخیر
please good morning	براہ کرم صبح بخیر
kindly good morning	مہربانی فرما کر صبح بخیر
sir, good morning	جناب، صبح بخیر
madam, good morning	محترمہ، صبح بخیر
good evening	شام بخیر
please good evening	براہ کرم شام بخیر
kindly good evening	مہربانی فرما کر شام بخیر
sir, good evening	جناب، شام بخیر
madam, good evening	محترمہ، شام بخیر
good night	شب بخیر
please good night	براہ کرم شب بخیر
kindly good night	مہربانی فرما کر شب بخیر
sir, good night	جناب، شب بخیر
madam, good night	محترمہ، شب بخیر
how are you?	آپ کیسے ہیں؟
please how are you?	براہ کرم آپ کیسے ہیں؟
kindly how are you?	مہربانی فرما کر آپ کیسے ہیں؟
sir, how are you?	جناب، آپ کیسے ہیں؟
madam, how are you?	محترمہ، آپ کیسے ہیں؟
i am fine	میں ٹھیک ہوں
please i am fine	براہ کرم میں ٹھیک ہوں
kindly i am fine	مہربانی فرما کر میں ٹھیک ہوں
sir, i am fine	جناب، میں ٹھیک ہوں
madam, i am fine	محترمہ، میں ٹھیک ہوں
thanks	شکریہ
thank you very much	بہت شکریہ
please thank you very much	براہ کرم بہت شکریہ
kindly thank you very much	مہربانی فرما کر بہت شکریہ
sir, thank you very much	جناب، بہت شکریہ
madam, thank you very much	محترمہ، بہت شکریہ
please	براہ کرم
sorry	معاف کیجیے
excuse me	معاف کیجیے گا
please excuse me	براہ کرم معاف کیجیے گا
kindly excuse me	مہربانی فرما کر معاف کیجیے گا
sir, excuse me	جناب، معاف کیجیے گا
madam, excuse me	محترمہ، معاف کیجیے گا
yes	جی ہاں
no	نہیں
maybe	شاید
okay	ٹھیک ہے
alright	ٹھیک ہے
great	بہترین
no problem	کوئی مسئلہ نہیں
please no problem	براہ کرم کوئی مسئلہ نہیں
kindly no problem	مہربانی فرما کر کوئی مسئلہ نہیں
sir, no problem	جناب، کوئی مسئلہ نہیں
madam, no problem	محترمہ، کوئی مسئلہ نہیں
i am happy	میں خوش ہوں
please i am happy	براہ کرم میں خوش ہوں
kindly i am happy	مہربانی فرما کر میں خوش ہوں
sir, i am happy	جناب، میں خوش ہوں
madam, i am happy	محترمہ، میں خوش ہوں
i am sad	میں اداس ہوں
please i am sad	براہ کرم میں اداس ہوں
kindly i am sad	مہربانی فرما کر میں اداس ہوں
sir, i am sad	جناب، میں اداس ہوں
madam, i am sad	محترمہ، میں اداس ہوں
i am busy	میں مصروف ہوں
please i am busy	براہ کرم میں مصروف ہوں
kindly i am busy	مہربانی فرما کر میں مصروف ہوں
sir, i am busy	جناب، میں مصروف ہوں
madam, i am busy	محترمہ، میں مصروف ہوں
i am tired	میں تھک گیا ہوں
please i am tired	براہ کرم میں تھک گیا ہوں
kindly i am tired	مہربانی فرما کر میں تھک گیا ہوں
sir, i am tired	جناب، میں تھک گیا ہوں
madam, i am tired	محترمہ، میں تھک گیا ہوں
that's great	یہ بہت اچھا ہے
please that's great	براہ کرم یہ بہت اچھا ہے
kindly that's great	مہربانی فرما کر یہ بہت اچھا ہے
sir, that's great	جناب، یہ بہت اچھا ہے
madam, that's great	محترمہ، یہ بہت اچھا ہے
i don't know	مجھے نہیں معلوم
please i don't know	براہ کرم مجھے نہیں معلوم
kindly i don't know	مہربانی فرما کر مجھے نہیں معلوم
sir, i don't know	جناب، مجھے نہیں معلوم
madam, i don't know	محترمہ، مجھے نہیں معلوم
take care	اپنا خیال رکھنا
please take care	براہ کرم اپنا خیال رکھنا
kindly take care	مہربانی فرما کر اپنا خیال رکھنا
sir, take care	جناب، اپنا خیال رکھنا
madam, take care	محترمہ، اپنا خیال رکھنا
see you later	پھر ملیں گے
please see you later	براہ کرم پھر ملیں گے
kindly see you later	مہربانی فرما کر پھر ملیں گے
sir, see you later	جناب، پھر ملیں گے
madam, see you later	محترمہ، پھر ملیں گے
goodbye	اللہ حافظ
hello	ہیلو
hi	ہیلو
assalam o alaikum	السلام علیکم
please assalam o alaikum	براہ کرم السلام علیکم
kindly assalam o alaikum	مہربانی فرما کر السلام علیکم
sir, assalam o alaikum	جناب، السلام علیکم
madam, assalam o alaikum	محترمہ، السلام علیکم
good morning	صبح بخیر
please good morning	براہ کرم صبح بخیر
kindly good morning	مہربانی فرما کر صبح بخیر
sir, good morning	جناب، صبح بخیر
madam, good morning	محترمہ، صبح بخیر
good evening	شام بخیر
please good evening	براہ کرم شام بخیر
kindly good evening	مہربانی فرما کر شام بخیر
sir, good evening	جناب، شام بخیر
madam, good evening	محترمہ، شام بخیر
good night	شب بخیر
please good night	براہ کرم شب بخیر
kindly good night	مہربانی فرما کر شب بخیر
sir, good night	جناب، شب بخیر
madam, good night	محترمہ، شب بخیر
how are you?	آپ کیسے ہیں؟
please how are you?	براہ کرم آپ کیسے ہیں؟
kindly how are you?	مہربانی فرما کر آپ کیسے ہیں؟
sir, how are you?	جناب، آپ کیسے ہیں؟
madam, how are you?	محترمہ، آپ کیسے ہیں؟
i am fine	میں ٹھیک ہوں
please i am fine	براہ کرم میں ٹھیک ہوں
kindly i am fine	مہربانی فرما کر میں ٹھیک ہوں
sir, i am fine	جناب، میں ٹھیک ہوں
madam, i am fine	محترمہ، میں ٹھیک ہوں
thanks	شکریہ
thank you very much	بہت شکریہ
please thank you very much	براہ کرم بہت شکریہ
kindly thank you very much	مہربانی فرما کر بہت شکریہ
sir, thank you very much	جناب، بہت شکریہ
madam, thank you very much	محترمہ، بہت شکریہ
please	براہ کرم
sorry	معاف کیجیے
excuse me	معاف کیجیے گا
please excuse me	براہ کرم معاف کیجیے گا
kindly excuse me	مہربانی فرما کر معاف کیجیے گا
sir, excuse me	جناب، معاف کیجیے گا
madam, excuse me	محترمہ، معاف کیجیے گا
yes	جی ہاں
no	نہیں
maybe	شاید
okay	ٹھیک ہے
alright	ٹھیک ہے
great	بہترین
no problem	کوئی مسئلہ نہیں
please no problem	براہ کرم کوئی مسئلہ نہیں
kindly no problem	مہربانی فرما کر کوئی مسئلہ نہیں
sir, no problem	جناب، کوئی مسئلہ نہیں
madam, no problem	محترمہ، کوئی مسئلہ نہیں
i am happy	میں خوش ہوں
please i am happy	براہ کرم میں خوش ہوں
kindly i am happy	مہربانی فرما کر میں خوش ہوں
who are you?	آپ کون ہیں؟
please who are you?	براہ کرم آپ کون ہیں؟
kindly who are you?	مہربانی فرما کر آپ کون ہیں؟
sir, who are you?	جناب، آپ کون ہیں؟
madam, who are you?	محترمہ، آپ کون ہیں؟
what is this?	یہ کیا ہے؟
please what is this?	براہ کرم یہ کیا ہے؟
kindly what is this?	مہربانی فرما کر یہ کیا ہے؟
sir, what is this?	جناب، یہ کیا ہے؟
madam, what is this?	محترمہ، یہ کیا ہے؟
what is your name?	آپ کا نام کیا ہے؟
please what is your name?	براہ کرم آپ کا نام کیا ہے؟
kindly what is your name?	مہربانی فرما کر آپ کا نام کیا ہے؟
sir, what is your name?	جناب، آپ کا نام کیا ہے؟
madam, what is your name?	محترمہ، آپ کا نام کیا ہے؟
where do you live?	آپ کہاں رہتے ہیں؟
please where do you live?	براہ کرم آپ کہاں رہتے ہیں؟
kindly where do you live?	مہربانی فرما کر آپ کہاں رہتے ہیں؟
sir, where do you live?	جناب، آپ کہاں رہتے ہیں؟
madam, where do you live?	محترمہ، آپ کہاں رہتے ہیں؟
how much is this?	یہ کتنے کا ہے؟
please how much is this?	براہ کرم یہ کتنے کا ہے؟
kindly how much is this?	مہربانی فرما کر یہ کتنے کا ہے؟
sir, how much is this?	جناب، یہ کتنے کا ہے؟
madam, how much is this?	محترمہ، یہ کتنے کا ہے؟
what time is it?	کیا وقت ہوا ہے؟
please what time is it?	براہ کرم کیا وقت ہوا ہے؟
kindly what time is it?	مہربانی فرما کر کیا وقت ہوا ہے؟
sir, what time is it?	جناب، کیا وقت ہوا ہے؟
madam, what time is it?	محترمہ، کیا وقت ہوا ہے؟
can you help me?	کیا آپ میری مدد کر سکتے ہیں؟
please can you help me?	براہ کرم کیا آپ میری مدد کر سکتے ہیں؟
kindly can you help me?	مہربانی فرما کر کیا آپ میری مدد کر سکتے ہیں؟
sir, can you help me?	جناب، کیا آپ میری مدد کر سکتے ہیں؟
madam, can you help me?	محترمہ، کیا آپ میری مدد کر سکتے ہیں؟
do you speak urdu?	کیا آپ اردو بولتے ہیں؟
please do you speak urdu?	براہ کرم کیا آپ اردو بولتے ہیں؟
kindly do you speak urdu?	مہربانی فرما کر کیا آپ اردو بولتے ہیں؟
sir, do you speak urdu?	جناب، کیا آپ اردو بولتے ہیں؟
madam, do you speak urdu?	محترمہ، کیا آپ اردو بولتے ہیں؟
where is the hotel?	ہوٹل کہاں ہے؟
please where is the hotel?	براہ کرم ہوٹل کہاں ہے؟
kindly where is the hotel?	مہربانی فرما کر ہوٹل کہاں ہے؟
sir, where is the hotel?	جناب، ہوٹل کہاں ہے؟
madam, where is the hotel?	محترمہ، ہوٹل کہاں ہے؟
where is the mosque?	مسجد کہاں ہے؟
please where is the mosque?	براہ کرم مسجد کہاں ہے؟
kindly where is the mosque?	مہربانی فرما کر مسجد کہاں ہے؟
sir, where is the mosque?	جناب، مسجد کہاں ہے؟
madam, where is the mosque?	محترمہ، مسجد کہاں ہے؟
where is the bus stop?	بس اسٹاپ کہاں ہے؟
please where is the bus stop?	براہ کرم بس اسٹاپ کہاں ہے؟
kindly where is the bus stop?	مہربانی فرما کر بس اسٹاپ کہاں ہے؟
sir, where is the bus stop?	جناب، بس اسٹاپ کہاں ہے؟
madam, where is the bus stop?	محترمہ، بس اسٹاپ کہاں ہے؟
where is the taxi stand?	ٹیکسی اسٹینڈ کہاں ہے؟
please where is the taxi stand?	براہ کرم ٹیکسی اسٹینڈ کہاں ہے؟
kindly where is the taxi stand?	مہربانی فرما کر ٹیکسی اسٹینڈ کہاں ہے؟
sir, where is the taxi stand?	جناب، ٹیکسی اسٹینڈ کہاں ہے؟
madam, where is the taxi stand?	محترمہ، ٹیکسی اسٹینڈ کہاں ہے؟
where can i find the market?	بازار کہاں ملے گا؟
please where can i find the market?	براہ کرم بازار کہاں ملے گا؟
kindly where can i find the market?	مہربانی فرما کر بازار کہاں ملے گا؟
sir, where can i find the market?	جناب، بازار کہاں ملے گا؟
madam, where can i find the market?	محترمہ، بازار کہاں ملے گا؟
what do you want?	آپ کیا چاہتے ہیں؟
please what do you want?	براہ کرم آپ کیا چاہتے ہیں؟
kindly what do you want?	مہربانی فرما کر آپ کیا چاہتے ہیں؟
sir, what do you want?	جناب، آپ کیا چاہتے ہیں؟
madam, what do you want?	محترمہ، آپ کیا چاہتے ہیں؟
why is it expensive?	یہ مہنگا کیوں ہے؟
please why is it expensive?	براہ کرم یہ مہنگا کیوں ہے؟
kindly why is it expensive?	مہربانی فرما کر یہ مہنگا کیوں ہے؟
sir, why is it expensive?	جناب، یہ مہنگا کیوں ہے؟
madam, why is it expensive?	محترمہ، یہ مہنگا کیوں ہے؟
how can i go there?	میں وہاں کیسے جا سکتا ہوں؟
please how can i go there?	براہ کرم میں وہاں کیسے جا سکتا ہوں؟
kindly how can i go there?	مہربانی فرما کر میں وہاں کیسے جا سکتا ہوں؟
sir, how can i go there?	جناب، میں وہاں کیسے جا سکتا ہوں؟
madam, how can i go there?	محترمہ، میں وہاں کیسے جا سکتا ہوں؟
please speak slowly	براہ کرم آہستہ بولیں
please please speak slowly	براہ کرم آہستہ بولیں
kindly please speak slowly	مہربانی فرما کر آہستہ بولیں
sir, please speak slowly	جناب، آہستہ بولیں
madam, please speak slowly	محترمہ، آہستہ بولیں
please reduce the price	براہ کرم قیمت کم کریں
please please reduce the price	براہ کرم قیمت کم کریں
kindly please reduce the price	مہربانی فرما کر قیمت کم کریں
sir, please reduce the price	جناب، قیمت کم کریں
madam, please reduce the price	محترمہ، قیمت کم کریں
kindly guide me	مہربانی فرما کر رہنمائی کریں
please kindly guide me	براہ کرم رہنمائی کریں
kindly kindly guide me	مہربانی فرما کر رہنمائی کریں
sir, kindly guide me	جناب، رہنمائی کریں
madam, kindly guide me	محترمہ، رہنمائی کریں
sir, can you help?	جناب، کیا آپ مدد کر سکتے ہیں؟
please sir, can you help?	براہ کرم جناب، کیا آپ مدد کر سکتے ہیں؟
kindly sir, can you help?	مہربانی فرما کر جناب، کیا آپ مدد کر سکتے ہیں؟
sir, sir, can you help?	جناب، جناب، کیا آپ مدد کر سکتے ہیں؟
madam, sir, can you help?	محترمہ، جناب، کیا آپ مدد کر سکتے ہیں؟
madam, can you help?	محترمہ، کیا آپ مدد کر سکتی ہیں؟
please madam, can you help?	براہ کرم محترمہ، کیا آپ مدد کر سکتی ہیں؟
kindly madam, can you help?	مہربانی فرما کر محترمہ، کیا آپ مدد کر سکتی ہیں؟
sir, madam, can you help?	جناب، محترمہ، کیا آپ مدد کر سکتی ہیں؟
madam, madam, can you help?	محترمہ، محترمہ، کیا آپ مدد کر سکتی ہیں؟
who are you?	آپ کون ہیں؟
please who are you?	براہ کرم آپ کون ہیں؟
kindly who are you?	مہربانی فرما کر آپ کون ہیں؟
sir, who are you?	جناب، آپ کون ہیں؟
madam, who are you?	محترمہ، آپ کون ہیں؟
what is this?	یہ کیا ہے؟
please what is this?	براہ کرم یہ کیا ہے؟
kindly what is this?	مہربانی فرما کر یہ کیا ہے؟
sir, what is this?	جناب، یہ کیا ہے؟
madam, what is this?	محترمہ، یہ کیا ہے؟
what is your name?	آپ کا نام کیا ہے؟
please what is your name?	براہ کرم آپ کا نام کیا ہے؟
kindly what is your name?	مہربانی فرما کر آپ کا نام کیا ہے؟
sir, what is your name?	جناب، آپ کا نام کیا ہے؟
madam, what is your name?	محترمہ، آپ کا نام کیا ہے؟
where do you live?	آپ کہاں رہتے ہیں؟
please where do you live?	براہ کرم آپ کہاں رہتے ہیں؟
kindly where do you live?	مہربانی فرما کر آپ کہاں رہتے ہیں؟
sir, where do you live?	جناب، آپ کہاں رہتے ہیں؟
madam, where do you live?	محترمہ، آپ کہاں رہتے ہیں؟
how much is this?	یہ کتنے کا ہے؟
please how much is this?	براہ کرم یہ کتنے کا ہے؟
kindly how much is this?	مہربانی فرما کر یہ کتنے کا ہے؟
sir, how much is this?	جناب، یہ کتنے کا ہے؟
madam, how much is this?	محترمہ، یہ کتنے کا ہے؟
what time is it?	کیا وقت ہوا ہے؟
please what time is it?	براہ کرم کیا وقت ہوا ہے؟
kindly what time is it?	مہربانی فرما کر کیا وقت ہوا ہے؟
sir, what time is it?	جناب، کیا وقت ہوا ہے؟
madam, what time is it?	محترمہ، کیا وقت ہوا ہے؟
can you help me?	کیا آپ میری مدد کر سکتے ہیں؟
please can you help me?	براہ کرم کیا آپ میری مدد کر سکتے ہیں؟
kindly can you help me?	مہربانی فرما کر کیا آپ میری مدد کر سکتے ہیں؟
sir, can you help me?	جناب، کیا آپ میری مدد کر سکتے ہیں؟
madam, can you help me?	محترمہ، کیا آپ میری مدد کر سکتے ہیں؟
do you speak urdu?	کیا آپ اردو بولتے ہیں؟
please do you speak urdu?	براہ کرم کیا آپ اردو بولتے ہیں؟
kindly do you speak urdu?	مہربانی فرما کر کیا آپ اردو بولتے ہیں؟
sir, do you speak urdu?	جناب، کیا آپ اردو بولتے ہیں؟
madam, do you speak urdu?	محترمہ، کیا آپ اردو بولتے ہیں؟
where is the hotel?	ہوٹل کہاں ہے؟
please where is the hotel?	براہ کرم ہوٹل کہاں ہے؟
kindly where is the hotel?	مہربانی فرما کر ہوٹل کہاں ہے؟
sir, where is the hotel?	جناب، ہوٹل کہاں ہے؟
madam, where is the hotel?	محترمہ، ہوٹل کہاں ہے؟
where is the mosque?	مسجد کہاں ہے؟
please where is the mosque?	براہ کرم مسجد کہاں ہے؟
kindly where is the mosque?	مہربانی فرما کر مسجد کہاں ہے؟
sir, where is the mosque?	جناب، مسجد کہاں ہے؟
madam, where is the mosque?	محترمہ، مسجد کہاں ہے؟
where is the bus stop?	بس اسٹاپ کہاں ہے؟
please where is the bus stop?	براہ کرم بس اسٹاپ کہاں ہے؟
kindly where is the bus stop?	مہربانی فرما کر بس اسٹاپ کہاں ہے؟
sir, where is the bus stop?	جناب، بس اسٹاپ کہاں ہے؟
madam, where is the bus stop?	محترمہ، بس اسٹاپ کہاں ہے؟
where is the taxi stand?	ٹیکسی اسٹینڈ کہاں ہے؟
please where is the taxi stand?	براہ کرم ٹیکسی اسٹینڈ کہاں ہے؟
kindly where is the taxi stand?	مہربانی فرما کر ٹیکسی اسٹینڈ کہاں ہے؟
sir, where is the taxi stand?	جناب، ٹیکسی اسٹینڈ کہاں ہے؟
madam, where is the taxi stand?	محترمہ، ٹیکسی اسٹینڈ کہاں ہے؟
where can i find the market?	بازار کہاں ملے گا؟
please where can i find the market?	براہ کرم بازار کہاں ملے گا؟
kindly where can i find the market?	مہربانی فرما کر بازار کہاں ملے گا؟
sir, where can i find the market?	جناب، بازار کہاں ملے گا؟
madam, where can i find the market?	محترمہ، بازار کہاں ملے گا؟
what do you want?	آپ کیا چاہتے ہیں؟
please what do you want?	براہ کرم آپ کیا چاہتے ہیں؟
kindly what do you want?	مہربانی فرما کر آپ کیا چاہتے ہیں؟
sir, what do you want?	جناب، آپ کیا چاہتے ہیں؟
madam, what do you want?	محترمہ، آپ کیا چاہتے ہیں؟
why is it expensive?	یہ مہنگا کیوں ہے؟
please why is it expensive?	براہ کرم یہ مہنگا کیوں ہے؟
kindly why is it expensive?	مہربانی فرما کر یہ مہنگا کیوں ہے؟
sir, why is it expensive?	جناب، یہ مہنگا کیوں ہے؟
madam, why is it expensive?	محترمہ، یہ مہنگا کیوں ہے؟
how can i go there?	میں وہاں کیسے جا سکتا ہوں؟
please how can i go there?	براہ کرم میں وہاں کیسے جا سکتا ہوں؟
kindly how can i go there?	مہربانی فرما کر میں وہاں کیسے جا سکتا ہوں؟
sir, how can i go there?	جناب، میں وہاں کیسے جا سکتا ہوں؟
madam, how can i go there?	محترمہ، میں وہاں کیسے جا سکتا ہوں؟
please speak slowly	براہ کرم آہستہ بولیں
please please speak slowly	براہ کرم آہستہ بولیں
kindly please speak slowly	مہربانی فرما کر آہستہ بولیں
sir, please speak slowly	جناب، آہستہ بولیں
madam, please speak slowly	محترمہ، آہستہ بولیں
please reduce the price	براہ کرم قیمت کم کریں
please please reduce the price	براہ کرم قیمت کم کریں
kindly please reduce the price	مہربانی فرما کر قیمت کم کریں
sir, please reduce the price	جناب، قیمت کم کریں
madam, please reduce the price	محترمہ، قیمت کم کریں
kindly guide me	مہربانی فرما کر رہنمائی کریں
please kindly guide me	براہ کرم رہنمائی کریں
kindly kindly guide me	مہربانی فرما کر رہنمائی کریں
sir, kindly guide me	جناب، رہنمائی کریں
madam, kindly guide me	محترمہ، رہنمائی کریں
sir, can you help?	جناب، کیا آپ مدد کر سکتے ہیں؟
please sir, can you help?	براہ کرم جناب، کیا آپ مدد کر سکتے ہیں؟
kindly sir, can you help?	مہربانی فرما کر جناب، کیا آپ مدد کر سکتے ہیں؟
sir, sir, can you help?	جناب، جناب، کیا آپ مدد کر سکتے ہیں؟
madam, sir, can you help?	محترمہ، جناب، کیا آپ مدد کر سکتے ہیں؟
madam, can you help?	محترمہ، کیا آپ مدد کر سکتی ہیں؟
please madam, can you help?	براہ کرم محترمہ، کیا آپ مدد کر سکتی ہیں؟
